Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
2.77364E-4,47.523299753,0.526091478,0.159920635,0.449486301,0
2.79091E-4,47.773922664,0.527638043,0.158730159,0.453767123,0
2.80114E-4,48.025474244,0.528550283,0.157539683,0.457191781,0
2.81231E-4,48.278076977,0.529542037,0.156349206,0.458047945,0
2.82642E-4,48.503507902,0.530788458,0.155291005,0.461472603,0
2.83581E-4,48.75842454,0.531614404,0.154100529,0.462328767,0
2.84893E-4,49.0143361,0.532763233,0.152910053,0.46489726,0
2.85975E-4,49.271247042,0.533706695,0.151719577,0.470034247,0
2.87056E-4,49.500431326,0.534645886,0.150661376,0.473458904,0
2.88006E-4,49.759174582,0.535468066,0.149470899,0.47859589,0
2.89223E-4,50.018906548,0.53651625,0.148280423,0.482876712,0
2.90089E-4,50.2505579,0.537259871,0.147222222,0.48630137,0
2.91182E-4,50.512112306,0.538194314,0.146031746,0.488013699,0
2.93094E-4,50.775083205,0.539821247,0.14484127,0.489726027,0
2.94041E-4,51.010039152,0.540622046,0.143783069,0.493150685,0
2.95641E-4,51.275252556,0.541969553,0.142592593,0.495719178,0
2.96541E-4,51.512172401,0.542723938,0.141534392,0.497431507,0
2.97946E-4,51.750030321,0.543896448,0.14047619,0.498287671,0
2.99683E-4,52.019412376,0.545338352,0.139285714,0.500856164,0
3.01656E-4,52.25978461,0.546964684,0.138227513,0.503424658,0
3.02977E-4,52.501651357,0.548047994,0.137169312,0.504280822,0
3.04288E-4,52.774975042,0.549117114,0.135978836,0.506849315,0
3.05525E-4,53.018914435,0.55012071,0.134920635,0.511130137,0
3.0643E-4,53.263698658,0.550853048,0.133862434,0.512842466,0
3.077E-4,53.509515511,0.55187602,0.132804233,0.517123288,0
3.09252E-4,53.75633465,0.553119725,0.131746032,0.519691781,0
3.10447E-4,54.004408382,0.554073442,0.130687831,0.523116438,0
3.1142E-4,54.253226162,0.554846066,0.12962963,0.52739726,0
3.12469E-4,54.502949237,0.555676911,0.128571429,0.531678082,0
3.14424E-4,54.754192313,0.557215914,0.127513228,0.53510274,0
3.16558E-4,55.006798082,0.558884093,0.126455026,0.54109589,0
3.17922E-4,55.260661336,0.559943686,0.125396825,0.546232877,0
3.19175E-4,55.5154949,0.560912776,0.124338624,0.552226027,0
3.2156E-4,55.771850282,0.562745616,0.123280423,0.554794521,0
3.23065E-4,56.029791947,0.563894298,0.122222222,0.556506849,0
3.23843E-4,56.256253376,0.564485569,0.121296296,0.558219178,0
3.25178E-4,56.515889861,0.565496763,0.120238095,0.559931507,0
3.26855E-4,56.77691938,0.566759991,0.119179894,0.561643836,0
3.28691E-4,57.00655403,0.568134872,0.118253968,0.565068493,0
3.30055E-4,57.270186041,0.569150633,0.117195767,0.567636986,0
3.31837E-4,57.501847207,0.570470721,0.116269841,0.571061644,0
3.33667E-4,57.768236549,0.571817513,0.11521164,0.575342466,0
3.35081E-4,58.002408187,0.572852694,0.114285714,0.578767123,0
3.35829E-4,58.270761249,0.573398176,0.113227513,0.58390411,0
3.36556E-4,58.506129828,0.573927677,0.112301587,0.585616438,0
3.37644E-4,58.775834135,0.574716533,0.111243386,0.588184932,0
3.38991E-4,59.012892871,0.575689021,0.11031746,0.591609589,0
3.40443E-4,59.250668399,0.576732812,0.109391534,0.593321918,0
3.42122E-4,59.523766138,0.577933509,0.108333333,0.595890411,0
3.4414E-4,59.763771221,0.579367631,0.107407407,0.599315068,0
3.45471E-4,60.005003805,0.580308102,0.106481481,0.601883562,0
3.48309E-4,60.282720137,0.582299064,0.10542328,0.605308219,0
3.50447E-4,60.527251271,0.583786565,0.104497354,0.608732877,0
3.50946E-4,60.772793412,0.584132239,0.103571429,0.610445205,0
3.53071E-4,61.019400669,0.585597913,0.102645503,0.612157534,0
3.54392E-4,61.267144588,0.586503974,0.101719577,0.616438356,0
3.55938E-4,61.515749047,0.587559342,0.100793651,0.619006849,0
3.5761E-4,61.765434524,0.588694683,0.099867725,0.621575342,0
3.59356E-4,62.016241583,0.589873558,0.098941799,0.624143836,0
3.60539E-4,62.268347353,0.59066806,0.098015873,0.626712329,0
3.61324E-4,62.521019412,0.591194243,0.097089947,0.627568493,0
3.62564E-4,62.774377457,0.592021748,0.096164021,0.630136986,0
3.63606E-4,63.028598171,0.592714549,0.095238095,0.633561644,0
3.64793E-4,63.283698873,0.593501502,0.094312169,0.636130137,0
3.65659E-4,63.502882705,0.594073212,0.093518519,0.63869863,0
3.66422E-4,63.759075858,0.59457565,0.092592593,0.639554795,0
3.67854E-4,64.016260769,0.595515909,0.091666667,0.640410959,0
3.69766E-4,64.274547847,0.596763555,0.090740741,0.645547945,0
3.70606E-4,64.533678313,0.59730958,0.089814815,0.649828767,0
3.72073E-4,64.756388009,0.598259725,0.089021164,0.65239726,0
3.73021E-4,65.017189357,0.598871303,0.088095238,0.654965753,0
3.74835E-4,65.27922231,0.600036008,0.087169312,0.655821918,0
3.76369E-4,65.504705133,0.601015473,0.086375661,0.658390411,0
3.78018E-4,65.768629684,0.602063173,0.085449735,0.660958904,0
3.7934E-4,66.033628302,0.602899492,0.08452381,0.665239726,0
3.80434E-4,66.261649116,0.603588865,0.083730159,0.667808219,0
3.81977E-4,66.528653004,0.604556875,0.082804233,0.672089041,0
3.83746E-4,66.758462898,0.605660671,0.082010582,0.674657534,0
3.85536E-4,67.027595786,0.606772067,0.081084656,0.679794521,0
3.88829E-4,67.259825756,0.608799157,0.080291005,0.683219178,0
3.90712E-4,67.532565282,0.609949093,0.079365079,0.6875,0
3.91435E-4,67.767210482,0.61038883,0.078571429,0.690924658,0
3.9317E-4,68.002809242,0.611439997,0.077777778,0.691780822,0
3.94942E-4,68.279087335,0.612507869,0.076851852,0.694349315,0
3.96075E-4,68.516414864,0.613187751,0.076058201,0.695205479,0
3.97703E-4,68.754693345,0.614160077,0.07526455,0.697773973,0
3.9933E-4,69.033817448,0.615127101,0.074338624,0.699486301,0
4.00465E-4,69.273742613,0.615799177,0.073544974,0.702910959,0
4.02383E-4,69.514701703,0.616928712,0.072751323,0.706335616,0
4.05612E-4,69.757005389,0.618816161,0.071957672,0.70890411,0
4.07289E-4,70.000921044,0.619788948,0.071164021,0.710616438,0
4.08998E-4,70.286905769,0.620774946,0.070238095,0.714041096,0
4.10362E-4,70.532677909,0.621558169,0.069444444,0.715753425,0
4.11797E-4,70.779345188,0.622378925,0.068650794,0.716609589,0
4.13308E-4,71.026994718,0.623239765,0.067857143,0.720034247,0
4.16619E-4,71.276271613,0.62511136,0.067063492,0.721746575,0
4.18827E-4,71.526880267,0.626349413,0.066269841,0.724315068,0
4.20297E-4,71.778658416,0.627168956,0.06547619,0.726027397,0
4.22264E-4,72.031603369,0.628260081,0.06468254,0.72859589,0
4.23336E-4,72.285515015,0.628852151,0.063888889,0.732876712,0
4.24334E-4,72.539817126,0.629401103,0.063095238,0.735445205,0
4.27822E-4,72.752978678,0.631308886,0.062433862,0.73630137,0
4.29918E-4,73.010577112,0.63244571,0.061640212,0.738013699,0
4.316E-4,73.269126487,0.633352876,0.060846561,0.742294521,0
4.34126E-4,73.529033958,0.63470672,0.06005291,0.744006849,0
4.36507E-4,73.790652325,0.635974057,0.059259259,0.746575342,0
4.38037E-4,74.009459227,0.636783657,0.058597884,0.75,0
4.39331E-4,74.272734933,0.637465868,0.057804233,0.752568493,0
4.4122E-4,74.536972829,0.638456837,0.057010582,0.756849315,0
4.42016E-4,74.757736768,0.638872592,0.056349206,0.759417808,0
4.44589E-4,75.024046202,0.640210479,0.055555556,0.761986301,0
4.47028E-4,75.291719466,0.641469793,0.054761905,0.764554795,0
4.48563E-4,75.515716155,0.642257798,0.054100529,0.767123288,0
4.5142E-4,75.785573232,0.64371519,0.053306878,0.769691781,0
4.54069E-4,76.012137635,0.645056006,0.052645503,0.77140411,0
4.57709E-4,76.285807725,0.646881848,0.051851852,0.773116438,0
4.59802E-4,76.51521414,0.647923734,0.051190476,0.774828767,0
4.64504E-4,76.792812586,0.650240971,0.050396825,0.77739726,0
4.66919E-4,77.025990022,0.651419435,0.04973545,0.779965753,0
4.68815E-4,77.260021003,0.652339164,0.049074074,0.781678082,0
4.71528E-4,77.542615084,0.653646552,0.048280423,0.785958904,0
4.74924E-4,77.779397006,0.65526934,0.047619048,0.790239726,0
4.76902E-4,78.017400983,0.656207462,0.046957672,0.792808219,0
4.78484E-4,78.256358538,0.656954539,0.046296296,0.795376712,0
4.80496E-4,78.544167129,0.657899574,0.045502646,0.79880137,0
4.836E-4,78.785490767,0.659347415,0.04484127,0.799657534,0
4.86653E-4,79.028473712,0.660759337,0.044179894,0.801369863,0
4.90073E-4,79.272705787,0.662327158,0.043518519,0.805650685,0
4.97266E-4,79.519762914,0.665578255,0.042857143,0.809931507,0
4.98933E-4,79.768974173,0.666322608,0.042195767,0.8125,0
5.02233E-4,80.019546477,0.667786826,0.041534392,0.814212329,0
5.04468E-4,80.27140357,0.66877132,0.040873016,0.816780822,0
5.07824E-4,80.524423748,0.670238399,0.04021164,0.819349315,0
5.1162E-4,80.779221629,0.671882129,0.039550265,0.821061644,0
5.14296E-4,81.035831432,0.673031335,0.038888889,0.822773973,0
5.17382E-4,81.293861602,0.674346288,0.038227513,0.825342466,0
5.19818E-4,81.501377218,0.675377048,0.037698413,0.827910959,0
5.23375E-4,81.762108572,0.676870645,0.037037037,0.830479452,0
5.24746E-4,82.024296404,0.677442208,0.036375661,0.833047945,0
5.264E-4,82.287093009,0.678129784,0.035714286,0.836472603,0
5.29308E-4,82.551128573,0.679330764,0.03505291,0.839041096,0
5.31922E-4,82.763413785,0.680403292,0.03452381,0.840753425,0
5.34122E-4,83.030030265,0.681300171,0.033862434,0.841609589,0
5.36427E-4,83.297583454,0.682234121,0.033201058,0.845890411,0
5.38718E-4,83.512618138,0.683157372,0.032671958,0.84760274,0
5.40208E-4,83.782300777,0.68375488,0.032010582,0.848458904,0
5.42474E-4,84.053064753,0.684659438,0.031349206,0.851883562,0
5.4399E-4,84.270439178,0.685261587,0.030820106,0.854452055,0
5.47402E-4,84.543665553,0.686608821,0.03015873,0.856164384,0
5.53127E-4,84.764306088,0.688842941,0.02962963,0.859589041,0
5.57646E-4,85.042561554,0.690584393,0.028968254,0.860445205,0
5.59604E-4,85.266082573,0.691332783,0.028439153,0.863013699,0
5.63009E-4,85.547059858,0.69262574,0.027777778,0.867294521,0
5.66526E-4,85.773148858,0.693949845,0.027248677,0.869006849,0
5.72451E-4,86.001583869,0.696155227,0.026719577,0.871575342,0
5.75725E-4,86.288798613,0.697360027,0.026058201,0.874143836,0
5.78893E-4,86.519811696,0.698517182,0.025529101,0.876712329,0
5.8048E-4,86.751723556,0.699093119,0.025,0.880136986,0
5.82806E-4,87.042511339,0.699933818,0.024338624,0.883561644,0
5.84379E-4,87.276107857,0.700499623,0.023809524,0.885273973,0
5.8739E-4,87.510214466,0.701576748,0.023280423,0.887842466,0
5.89229E-4,87.804354061,0.702230662,0.022619048,0.890410959,0
5.90439E-4,88.0403282,0.702659418,0.022089947,0.892979452,0
5.93705E-4,88.277316287,0.703810823,0.021560847,0.895547945,0
5.96003E-4,88.515483251,0.704615337,0.021031746,0.898972603,0
5.98961E-4,88.754538109,0.705644834,0.020502646,0.901541096,0
6.07145E-4,89.056696462,0.708455769,0.01984127,0.904109589,0
6.11608E-4,89.30087558,0.709966311,0.019312169,0.906678082,0
6.18843E-4,89.547262134,0.712381882,0.018783069,0.91010274,0
6.22151E-4,89.795463267,0.713472846,0.018253968,0.913527397,0
6.24582E-4,90.045035258,0.714269537,0.017724868,0.91609589,0
6.27725E-4,90.295503269,0.715292921,0.017195767,0.918664384,0
6.33128E-4,90.548004412,0.71703507,0.016666667,0.921232877,0
6.38121E-4,90.80298085,0.718626115,0.016137566,0.92380137,0
6.40251E-4,91.058696561,0.719299425,0.015608466,0.927226027,0
6.41454E-4,91.250980925,0.719678254,0.01521164,0.929794521,0
6.45917E-4,91.508550941,0.721074891,0.01468254,0.932363014,0
6.50068E-4,91.768217107,0.722361369,0.014153439,0.934075342,0
6.5688E-4,92.029292959,0.724447354,0.013624339,0.9375,0
6.6161E-4,92.293282543,0.725877118,0.013095238,0.939212329,0
6.64956E-4,92.558861788,0.726879732,0.012566138,0.941780822,0
6.68012E-4,92.758942101,0.727789199,0.012169312,0.944349315,0
6.72325E-4,93.027167197,0.729062367,0.011640212,0.947773973,0
6.76668E-4,93.297206276,0.730332172,0.011111111,0.950342466,0
6.80757E-4,93.501268162,0.731517116,0.010714286,0.952054795,0
6.83863E-4,93.774088148,0.732410258,0.010185185,0.953767123,0
6.94681E-4,94.051017073,0.735475191,0.009656085,0.956335616,0
7.05915E-4,94.261984005,0.738584231,0.009259259,0.957191781,0
7.12356E-4,94.546197095,0.740334248,0.008730159,0.959760274,0
7.14508E-4,94.76027628,0.74091373,0.008333333,0.961472603,0
7.31069E-4,95.050781836,0.745287812,0.007804233,0.96489726,0
7.35981E-4,95.271078857,0.746556939,0.007407407,0.966609589,0
7.40679E-4,95.566530875,0.747758974,0.006878307,0.969178082,0
7.48293E-4,95.790100358,0.749683214,0.006481481,0.971746575,0
7.51553E-4,96.015282593,0.750498006,0.006084656,0.974315068,0
7.60863E-4,96.317249525,0.752796267,0.005555556,0.975171233,0
7.66085E-4,96.546163757,0.754066999,0.00515873,0.977739726,0
7.77923E-4,96.777824412,0.756899612,0.004761905,0.979452055,0
7.85302E-4,97.012687098,0.758632603,0.004365079,0.981164384,0
7.9596E-4,97.250371782,0.761092264,0.003968254,0.982020548,0
8.22881E-4,97.573432839,0.767087759,0.003439153,0.985445205,0
8.2936E-4,97.821831737,0.768486046,0.003042328,0.985445205,0
8.47643E-4,98.074496453,0.772342874,0.002645503,0.98630137,0
8.6196E-4,98.331923327,0.775274447,0.002248677,0.988013699,0
8.73565E-4,98.506260029,0.77759587,0.001984127,0.989726027,0
9.07969E-4,98.775432564,0.784204471,0.001587302,0.990582192,0
9.97308E-4,99.062702468,0.799662789,0.001190476,0.993150685,0
1.02114E-3,99.266752223,0.803418892,0.000925926,0.994863014,0
1.05092E-3,99.577762601,0.807920294,0.000529101,0.997431507,0
1.31463E-3,99.817041799,0.840297237,0.00026455,0.998287671,0
1.82958E-3,100,0.879845849,0.000132275,0.999143836,0
1.82958E-3,100,0.879845849,0.000132275,1,0
